분류번호,위험물유형,수집날짜,위도,경도,노드링크,시작노드,끝노드,도로명주소,데이터 기준일자
989,노면표시훼손,2021-10-05 23:01,37.38382892,126.9405622,2090028100,2090012300,2090010100,경기도 안양시 동안구 안양천동로,2021-12-17
990,노면표시훼손,2021-10-05 23:01,37.38382892,126.9405622,2090028100,2090012300,2090010100,경기도 안양시 동안구 안양천동로,2021-12-17
991,노면표시훼손,2021-10-05 23:14,37.38063363,126.9717432,2090184201,2090001600,2090058501,경기도 안양시 동안구 흥안대로,2021-12-17
992,노면표시훼손,2021-10-05 23:14,37.38076232,126.9718283,2090184401,2090058501,2090001601,경기도 안양시 동안구 흥안대로,2021-12-17
993,노면표시훼손,2021-10-05 23:36,37.39584357,126.9393808,2090008700,2090004000,2090003800,경기도 안양시 동안구 경수대로,2021-12-17
994,노면표시훼손,2021-10-06 00:25,37.41393437,126.9170375,2080052900,2080020100,2080001700,경기도 안양시 만안구 예술공원로,2021-12-17
995,노면표시훼손,2021-10-06 00:27,37.38810761,126.9729424,2090006101,2090002400,2090002401,경기도 안양시 동안구 흥안대로,2021-12-17
996,노면표시훼손,2021-10-06 00:27,37.38810761,126.9729424,2090006101,2090002400,2090002401,경기도 안양시 동안구 흥안대로,2021-12-17
997,노면표시훼손,2021-10-06 00:27,37.38810761,126.9729424,2090006101,2090002400,2090002401,경기도 안양시 동안구 흥안대로,2021-12-17
998,노면표시훼손,2021-10-06 00:34,37.38403236,126.9710804,2090035800,2090002100,2090012100,경기도 안양시 동안구 신기대로,2021-12-17
999,노면표시훼손,2021-10-06 00:42,37.3889144,126.931214,2080013800,2080005600,2080006000,경기도 안양시 만안구 수리산로,2021-12-17
1000,노면표시훼손,2021-10-06 00:46,37.38974478,126.946228,2090044200,2090014300,2090002900,경기도 안양시 동안구 전파로,2021-12-17
1001,노면표시훼손,2021-10-06 00:48,37.38386081,126.9405776,2090028100,2090012300,2090010100,경기도 안양시 동안구 안양천동로,2021-12-17
1002,노면표시훼손,2021-10-06 00:50,37.38641026,126.9636781,2090038900,2090013100,2090013300,경기도 안양시 동안구 귀인로,2021-12-17
1003,노면표시훼손,2021-10-06 01:02,37.39405052,126.9195582,2080020500,2080009000,2080008000,경기도 안양시 만안구 삼덕로,2021-12-17
1004,노면표시훼손,2021-10-06 01:03,37.39337242,126.9209998,2080020500,2080009000,2080008000,경기도 안양시 만안구 삼덕로,2021-12-17
1005,노면표시훼손,2021-10-06 01:09,37.39691316,126.930586,2080158400,2080011000,2080011400,경기도 안양시 만안구 관악대로,2021-12-17
1006,노면표시훼손,2021-10-06 01:09,37.39691316,126.930586,2080158400,2080011000,2080011400,경기도 안양시 만안구 관악대로,2021-12-17
1007,노면표시훼손,2021-10-06 01:09,37.39691316,126.930586,2080158400,2080011000,2080011400,경기도 안양시 만안구 관악대로,2021-12-17
1008,노면표시훼손,2021-10-06 01:24,37.38980214,126.9489414,2090043300,2090014700,2090002700,경기도 안양시 동안구 시민대로,2021-12-17
1009,노면표시훼손,2021-10-06 01:34,37.38900174,126.9479586,2090041900,2090002700,2090013800,경기도 안양시 동안구 시민대로,2021-12-17
1010,노면표시훼손,2021-10-06 01:35,37.40848325,126.9224165,2080002401,2080000900,2080001301,경기도 안양시 만안구 경수대로,2021-12-17
1011,노면표시훼손,2021-10-06 01:37,37.38395919,126.9353698,2080009300,2080003900,2080004600,경기도 안양시 만안구 만안로,2021-12-17
1012,노면표시훼손,2021-10-06 01:39,37.39094285,126.9667061,2090041600,2090013700,2090015400,경기도 안양시 동안구 부림로,2021-12-17
1013,노면표시훼손,2021-10-06 01:56,37.38405664,126.9280144,2080009902,2080004201,2080004200,경기도 안양시 만안구 냉천로,2021-12-17
1014,노면표시훼손,2021-10-06 02:06,37.38387487,126.9405844,2090028100,2090012300,2090010100,경기도 안양시 동안구 안양천동로,2021-12-17
1015,노면표시훼손,2021-10-06 02:06,37.38387487,126.9405844,2090028100,2090012300,2090010100,경기도 안양시 동안구 안양천동로,2021-12-17
1016,노면표시훼손,2021-10-06 02:06,37.38387487,126.9405844,2090028100,2090012300,2090010100,경기도 안양시 동안구 안양천동로,2021-12-17
1017,노면표시훼손,2021-10-06 02:08,37.38677873,126.9343088,2080011100,2080005100,2080004600,경기도 안양시 만안구 만안로,2021-12-17
1018,노면표시훼손,2021-10-06 02:09,37.42461563,126.9052177,2080057600,2080002600,2080022100,경기도 안양시 만안구 안양로,2021-12-17
1019,노면표시훼손,2021-10-06 02:09,37.42461563,126.9052177,2080057600,2080002600,2080022100,경기도 안양시 만안구 안양로,2021-12-17
1020,노면표시훼손,2021-10-06 02:11,37.38534745,126.9589573,2090038000,2090013600,2090012800,경기도 안양시 동안구 평촌대로,2021-12-17
1021,노면표시훼손,2021-10-06 02:22,37.40066615,126.9767343,2090012304,2090006000,2090003904,경기도 안양시 동안구 흥안대로,2021-12-17
1022,노면표시훼손,2021-10-06 02:26,37.38055084,126.9716825,2090184201,2090001600,2090058501,경기도 안양시 동안구 흥안대로,2021-12-17
1023,노면표시훼손,2021-10-06 02:26,37.38055084,126.9716825,2090184201,2090001600,2090058501,경기도 안양시 동안구 흥안대로,2021-12-17
1024,노면표시훼손,2021-10-06 02:26,37.38055084,126.9716825,2090184201,2090001600,2090058501,경기도 안양시 동안구 흥안대로,2021-12-17
1025,노면표시훼손,2021-10-06 02:47,37.40082087,126.9698961,2090067902,2090020401,2090022800,경기도 안양시 동안구 벌말로,2021-12-17
1026,노면표시훼손,2021-10-06 02:51,37.38835421,126.9336658,2080012200,2080006000,2080005100,경기도 안양시 만안구 만안로,2021-12-17
1027,노면표시훼손,2021-10-06 03:14,37.37328317,126.9469978,2090016503,2090036200,2090036201,경기도 안양시 동안구 엘에스로,2021-12-17
1028,노면표시훼손,2021-10-06 03:17,37.38544817,126.9347847,2080011100,2080005100,2080004600,경기도 안양시 만안구 만안로,2021-12-17
1029,노면표시훼손,2021-10-06 03:19,37.37089278,126.9604375,2090002001,2090000600,2090000801,경기도 안양시 동안구 흥안대로,2021-12-17
1030,노면표시훼손,2021-10-06 03:33,37.38789599,126.9684228,2090036100,2090012100,2090013700,경기도 안양시 동안구 부림로,2021-12-17
1031,노면표시훼손,2021-10-06 03:33,37.38789599,126.9684228,2090036100,2090012100,2090013700,경기도 안양시 동안구 부림로,2021-12-17
1032,노면표시훼손,2021-10-06 03:33,37.38789599,126.9684228,2090036100,2090012100,2090013700,경기도 안양시 동안구 부림로,2021-12-17
1033,노면표시훼손,2021-10-06 03:33,37.38789599,126.9684228,2090036100,2090012100,2090013700,경기도 안양시 동안구 부림로,2021-12-17
1034,노면표시훼손,2021-10-06 03:33,37.38789599,126.9684228,2090036100,2090012100,2090013700,경기도 안양시 동안구 부림로,2021-12-17
1035,노면표시훼손,2021-10-06 03:49,37.39013337,126.9493455,2090046700,2090015700,2090014700,경기도 안양시 동안구 시민대로,2021-12-17
1036,노면표시훼손,2021-10-06 03:54,37.38397323,126.9353668,2080009300,2080003900,2080004600,경기도 안양시 만안구 만안로,2021-12-17
1037,노면표시훼손,2021-10-06 03:54,37.38947352,126.9529106,2090043702,2090014201,2090014200,경기도 안양시 동안구 평촌대로211번길,2021-12-17
1038,노면표시훼손,2021-10-06 03:55,37.38984349,126.9330014,2080013800,2080005600,2080006000,경기도 안양시 만안구 수리산로,2021-12-17
1039,노면표시훼손,2021-10-06 03:55,37.38984349,126.9330014,2080013800,2080005600,2080006000,경기도 안양시 만안구 수리산로,2021-12-17
1040,노면표시훼손,2021-10-06 03:55,37.38984349,126.9330014,2080013800,2080005600,2080006000,경기도 안양시 만안구 수리산로,2021-12-17
1041,노면표시훼손,2021-10-06 03:55,37.38984349,126.9330014,2080013800,2080005600,2080006000,경기도 안양시 만안구 수리산로,2021-12-17
1042,노면표시훼손,2021-10-06 03:59,37.39814566,126.9348363,2090009601,2090004300,2090004600,경기도 안양시 동안구 경수대로,2021-12-17
1043,노면표시훼손,2021-10-06 03:59,37.39814566,126.9348363,2090009601,2090004300,2090004600,경기도 안양시 동안구 경수대로,2021-12-17
1044,노면표시훼손,2021-10-06 04:10,37.38864138,126.9299407,2080013700,2080005600,2080005700,경기도 안양시 만안구 안양로,2021-12-17
1045,노면표시훼손,2021-10-06 04:24,37.38926786,126.9476553,2090006501,2090002900,2090002700,경기도 안양시 동안구 경수대로,2021-12-17
1046,노면표시훼손,2021-10-06 04:30,37.3829311,126.9532782,2090033400,2090001900,2090011800,경기도 안양시 동안구 귀인로,2021-12-17
1047,노면표시훼손,2021-10-06 04:32,37.39011263,126.9287489,2080014100,2080005700,2080006400,경기도 안양시 만안구 안양로,2021-12-17
1048,노면표시훼손,2021-10-06 04:51,37.39089872,126.9663484,2090046800,2090015400,2090014800,경기도 안양시 동안구 관평로138번길,2021-12-17
1049,노면표시훼손,2021-10-06 04:51,37.39089872,126.9663484,2090046800,2090015400,2090014800,경기도 안양시 동안구 관평로138번길,2021-12-17
1050,노면표시훼손,2021-10-06 04:52,37.39097489,126.9665683,2090046800,2090015400,2090014800,경기도 안양시 동안구 관평로138번길,2021-12-17
1051,노면표시훼손,2021-10-06 04:52,37.39097489,126.9665683,2090046800,2090015400,2090014800,경기도 안양시 동안구 관평로138번길,2021-12-17
1052,노면표시훼손,2021-10-06 05:00,37.38354615,126.9346259,2080009000,2080003900,2080004100,경기도 안양시 만안구 시민대로,2021-12-17
1053,노면표시훼손,2021-10-06 05:00,37.38354615,126.9346259,2080009000,2080003900,2080004100,경기도 안양시 만안구 시민대로,2021-12-17
1054,노면표시훼손,2021-10-06 05:00,37.38354615,126.9346259,2080009000,2080003900,2080004100,경기도 안양시 만안구 시민대로,2021-12-17
1055,노면표시훼손,2021-10-06 05:00,37.38354615,126.9346259,2080009000,2080003900,2080004100,경기도 안양시 만안구 시민대로,2021-12-17
1056,노면표시훼손,2021-10-06 05:00,37.38354615,126.9346259,2080009000,2080003900,2080004100,경기도 안양시 만안구 시민대로,2021-12-17
1057,노면표시훼손,2021-10-06 05:00,37.38354615,126.9346259,2080009000,2080003900,2080004100,경기도 안양시 만안구 시민대로,2021-12-17
1058,노면표시훼손,2021-10-06 05:00,37.38354615,126.9346259,2080009000,2080003900,2080004100,경기도 안양시 만안구 시민대로,2021-12-17
1059,노면표시훼손,2021-10-06 05:00,37.38354615,126.9346259,2080009000,2080003900,2080004100,경기도 안양시 만안구 시민대로,2021-12-17
1060,노면표시훼손,2021-10-06 05:00,37.38354615,126.9346259,2080009000,2080003900,2080004100,경기도 안양시 만안구 시민대로,2021-12-17
1061,노면표시훼손,2021-10-06 05:32,37.37653453,126.9626753,2090020000,2090008700,2090007700,경기도 안양시 동안구 평촌대로,2021-12-17
1062,노면표시훼손,2021-10-06 06:45,37.40133033,126.9766572,2090012304,2090006000,2090003904,경기도 안양시 동안구 흥안대로,2021-12-17
1063,노면표시훼손,2021-10-06 07:01,37.38397396,126.9407775,2090028000,2090010100,2090012300,경기도 안양시 동안구 안양천동로,2021-12-17
1064,노면표시훼손,2021-10-06 07:05,37.38523103,126.964512,2090037400,2090012600,2090013300,경기도 안양시 동안구 관평로,2021-12-17
1065,노면표시훼손,2021-10-06 07:29,37.39284412,126.9749773,2090178700,2090003006,2090015601,경기도 안양시 동안구 흥안대로434번길,2021-12-17
1066,노면표시훼손,2021-10-06 07:43,37.40257467,126.9570393,2090080600,2090023600,2090006200,경기도 안양시 동안구 관평로,2021-12-17
1067,노면표시훼손,2021-10-06 08:00,37.38226761,126.9302929,2080007800,2080004100,2080003500,경기도 안양시 만안구 성결대학로,2021-12-17
1068,노면표시훼손,2021-10-06 08:01,37.38432977,126.9293821,2080009700,2080004800,2080004200,경기도 안양시 만안구 문예로,2021-12-17
1069,노면표시훼손,2021-10-06 08:07,37.36861038,126.9538339,2090015600,2090000400,2090006700,경기도 안양시 동안구 엘에스로,2021-12-17
1070,노면표시훼손,2021-10-06 09:24,37.38342239,126.9466723,2090031900,2090012900,2090011300,경기도 안양시 동안구 귀인로,2021-12-17
1071,노면표시훼손,2021-10-06 09:55,37.38998723,126.9409541,2080157800,2080006100,2080006600,경기도 안양시 만안구 전파로,2021-12-17
1072,노면표시훼손,2021-10-06 11:08,37.39363219,126.9598322,2090056700,2090018200,2090017600,경기도 안양시 동안구 관평로,2021-12-17
1073,노면표시훼손,2021-10-06 11:17,37.3947457,126.9644224,2090057500,2090019100,2090017900,경기도 안양시 동안구 부림로,2021-12-17
1074,노면표시훼손,2021-10-06 11:17,37.39472638,126.9644332,2090057500,2090019100,2090017900,경기도 안양시 동안구 부림로,2021-12-17
1075,노면표시훼손,2021-10-06 12:17,37.36707995,126.9556959,2090090102,2090000101,2090000100,경기도 안양시 동안구 엘에스로,2021-12-17
1076,노면표시훼손,2021-10-06 12:17,37.36707995,126.9556959,2090090102,2090000101,2090000100,경기도 안양시 동안구 엘에스로,2021-12-17
1077,노면표시훼손,2021-10-06 12:17,37.36707995,126.9556959,2090090102,2090000101,2090000100,경기도 안양시 동안구 엘에스로,2021-12-17
1078,노면표시훼손,2021-10-06 22:19,37.38249614,126.952171,2090031600,2090011300,2090001900,경기도 안양시 동안구 귀인로,2021-12-17
1079,노면표시훼손,2021-10-06 22:19,37.38249614,126.952171,2090031600,2090011300,2090001900,경기도 안양시 동안구 귀인로,2021-12-17
1080,노면표시훼손,2021-10-06 22:19,37.38249614,126.952171,2090031600,2090011300,2090001900,경기도 안양시 동안구 귀인로,2021-12-17
1081,노면표시훼손,2021-10-06 23:27,37.39249576,126.9619535,2090053300,2090017000,2090016600,경기도 안양시 동안구 관평로176번길,2021-12-17
1082,노면표시훼손,2021-10-07 00:23,37.3874709,126.9340642,2080012200,2080006000,2080005100,경기도 안양시 만안구 만안로,2021-12-17
1083,노면표시훼손,2021-10-07 01:00,37.3778798,126.954666,2090181400,2090058000,2090001700,경기도 안양시 동안구 서울외곽순환고속도로,2021-12-17
1084,노면표시훼손,2021-10-07 06:02,37.38146392,126.9361223,2080006800,2250020400,2080004100,경기도 안양시 만안구 안양로,2021-12-17
1085,노면표시훼손,2021-10-07 10:37,37.37688749,126.9404701,2080006700,2080004100,2250020400,경기도 안양시 만안구 안양로,2021-12-17
1086,노면표시훼손,2021-10-07 22:57,37.36920915,126.9529567,2090016000,2090006800,2090000400,경기도 안양시 동안구 엘에스로,2021-12-17
1087,노면표시훼손,2021-10-07 22:57,37.36920915,126.9529567,2090016000,2090006800,2090000400,경기도 안양시 동안구 엘에스로,2021-12-17
1088,노면표시훼손,2021-10-07 22:57,37.36920915,126.9529567,2090016000,2090006800,2090000400,경기도 안양시 동안구 엘에스로,2021-12-17
1089,노면표시훼손,2021-10-07 22:57,37.36920915,126.9529567,2090016000,2090006800,2090000400,경기도 안양시 동안구 엘에스로,2021-12-17
1090,노면표시훼손,2021-10-07 22:57,37.36920915,126.9529567,2090016000,2090006800,2090000400,경기도 안양시 동안구 엘에스로,2021-12-17
1091,노면표시훼손,2021-10-07 22:57,37.36920915,126.9529567,2090016000,2090006800,2090000400,경기도 안양시 동안구 엘에스로,2021-12-17
1092,노면표시훼손,2021-10-07 22:57,37.36920915,126.9529567,2090016000,2090006800,2090000400,경기도 안양시 동안구 엘에스로,2021-12-17
1093,노면표시훼손,2021-10-07 22:57,37.36920915,126.9529567,2090016000,2090006800,2090000400,경기도 안양시 동안구 엘에스로,2021-12-17
1094,노면표시훼손,2021-10-08 01:09,37.3884681,126.9716316,2090042300,2090002401,2090013900,경기도 안양시 동안구 귀인로,2021-12-17
1095,노면표시훼손,2021-10-08 01:11,37.39074994,126.9445943,2090047300,2090003200,2090014900,경기도 안양시 동안구 경수대로797번길,2021-12-17
1096,노면표시훼손,2021-10-08 03:48,37.3971919,126.9161429,2080029000,2080011700,2080011300,경기도 안양시 만안구 삼덕로,2021-12-17
1097,노면표시훼손,2021-10-08 04:36,37.38826737,126.9726856,2090006201,2090002401,2090002400,경기도 안양시 동안구 흥안대로,2021-12-17
1098,노면표시훼손,2021-10-08 04:36,37.38807704,126.9726693,2090006201,2090002401,2090002400,경기도 안양시 동안구 흥안대로,2021-12-17
1099,노면표시훼손,2021-10-08 04:36,37.38826737,126.9726856,2090006201,2090002401,2090002400,경기도 안양시 동안구 흥안대로,2021-12-17
1100,노면표시훼손,2021-10-08 04:37,37.39649935,126.9757585,2090064402,2090019901,2090003900,경기도 안양시 동안구 시민대로,2021-12-17
1101,노면표시훼손,2021-10-08 04:37,37.39649935,126.9757585,2090064402,2090019901,2090003900,경기도 안양시 동안구 시민대로,2021-12-17
1102,노면표시훼손,2021-10-08 04:37,37.39649935,126.9757585,2090064402,2090019901,2090003900,경기도 안양시 동안구 시민대로,2021-12-17
1103,노면표시훼손,2021-10-08 04:44,37.3867517,126.9342055,2080011400,2080004800,2080005100,경기도 안양시 만안구 문예로,2021-12-17
1104,노면표시훼손,2021-10-08 04:44,37.38672581,126.9341564,2080011400,2080004800,2080005100,경기도 안양시 만안구 문예로,2021-12-17
1105,노면표시훼손,2021-10-08 04:46,37.40378245,126.9607297,2090014101,2090006201,2090006200,경기도 안양시 동안구 관악대로,2021-12-17
1106,노면표시훼손,2021-10-08 04:49,37.38154868,126.9358753,2080006700,2080004100,2250020400,경기도 안양시 만안구 안양로,2021-12-17
1107,노면표시훼손,2021-10-08 04:49,37.38154868,126.9358753,2080006700,2080004100,2250020400,경기도 안양시 만안구 안양로,2021-12-17
1108,노면표시훼손,2021-10-08 04:49,37.38154868,126.9358753,2080006700,2080004100,2250020400,경기도 안양시 만안구 안양로,2021-12-17
1109,노면표시훼손,2021-10-08 04:49,37.38154868,126.9358753,2080006700,2080004100,2250020400,경기도 안양시 만안구 안양로,2021-12-17
1110,노면표시훼손,2021-10-08 05:07,37.39379257,126.9204011,2080020400,2080008000,2080009000,경기도 안양시 만안구 삼덕로,2021-12-17
1111,노면표시훼손,2021-10-08 05:07,37.39379257,126.9204011,2080020400,2080008000,2080009000,경기도 안양시 만안구 삼덕로,2021-12-17
1112,노면표시훼손,2021-10-08 05:07,37.39379257,126.9204011,2080020400,2080008000,2080009000,경기도 안양시 만안구 삼덕로,2021-12-17
1113,노면표시훼손,2021-10-08 05:25,37.39659042,126.9159007,2080026300,2080011300,2080010100,경기도 안양시 만안구 병목안로,2021-12-17
1114,노면표시훼손,2021-10-08 05:25,37.39770629,126.9133564,2080028900,2080011200,2080012300,경기도 안양시 만안구 양화로,2021-12-17
1115,노면표시훼손,2021-10-08 05:29,37.37988945,126.937433,2080006700,2080004100,2250020400,경기도 안양시 만안구 안양로,2021-12-17
1116,노면표시훼손,2021-10-08 06:25,37.37277016,126.9646632,2090017400,2090007300,2090000900,경기도 안양시 동안구 평촌대로,2021-12-17
1117,노면표시훼손,2021-10-08 06:25,37.37277016,126.9646632,2090017400,2090007300,2090000900,경기도 안양시 동안구 평촌대로,2021-12-17
1118,노면표시훼손,2021-10-08 06:25,37.37277016,126.9646632,2090017400,2090007300,2090000900,경기도 안양시 동안구 평촌대로,2021-12-17
1119,노면표시훼손,2021-10-08 06:36,37.4025414,126.9769751,2090014000,2090006000,2200027700,경기도 안양시 동안구 과천대로,2021-12-17
1120,노면표시훼손,2021-10-08 06:36,37.4025414,126.9769751,2090014000,2090006000,2200027700,경기도 안양시 동안구 과천대로,2021-12-17
1121,노면표시훼손,2021-10-08 06:36,37.38279487,126.9659637,2090033100,2090012100,2090011600,경기도 안양시 동안구 신기대로,2021-12-17
1122,노면표시훼손,2021-10-08 07:31,37.40148603,126.9766386,2090012304,2090006000,2090003904,경기도 안양시 동안구 흥안대로,2021-12-17
1123,노면표시훼손,2021-10-08 07:56,37.40990147,126.9669171,2090165300,2090052700,2090052800,경기도 안양시 동안구 동편로140번길,2021-12-17
1124,노면표시훼손,2021-10-08 07:56,37.40990147,126.9669171,2090165300,2090052700,2090052800,경기도 안양시 동안구 동편로140번길,2021-12-17
1125,노면표시훼손,2021-10-08 08:08,37.40379198,126.9495007,2090083000,2090024500,2090025000,경기도 안양시 동안구 평촌대로,2021-12-17
1126,노면표시훼손,2021-10-08 08:08,37.40379198,126.9495007,2090083000,2090024500,2090025000,경기도 안양시 동안구 평촌대로,2021-12-17
1127,노면표시훼손,2021-10-08 08:08,37.40379198,126.9495007,2090083000,2090024500,2090025000,경기도 안양시 동안구 평촌대로,2021-12-17
1128,노면표시훼손,2021-10-08 08:08,37.40379198,126.9495007,2090083000,2090024500,2090025000,경기도 안양시 동안구 평촌대로,2021-12-17
1129,노면표시훼손,2021-10-08 08:08,37.40379198,126.9495007,2090083000,2090024500,2090025000,경기도 안양시 동안구 평촌대로,2021-12-17
1130,노면표시훼손,2021-10-08 08:08,37.40379198,126.9495007,2090083000,2090024500,2090025000,경기도 안양시 동안구 평촌대로,2021-12-17
1131,노면표시훼손,2021-10-08 08:08,37.40379198,126.9495007,2090083000,2090024500,2090025000,경기도 안양시 동안구 평촌대로,2021-12-17
1132,노면표시훼손,2021-10-08 08:35,37.39214848,126.9441144,2090007501,2090003700,2090003300,경기도 안양시 동안구 경수대로,2021-12-17
1133,노면표시훼손,2021-10-08 12:00,37.39818836,126.9357601,2090068500,2090021000,2090004300,경기도 안양시 동안구 관악대로106번길,2021-12-17
1134,노면표시훼손,2021-10-08 12:00,37.39818836,126.9357601,2090068500,2090021000,2090004300,경기도 안양시 동안구 관악대로106번길,2021-12-17
1135,노면표시훼손,2021-10-08 12:11,37.37692429,126.940447,2080006700,2080004100,2250020400,경기도 안양시 만안구 안양로,2021-12-17
1136,노면표시훼손,2021-10-08 23:37,37.379896,126.9376075,2080006800,2250020400,2080004100,경기도 안양시 만안구 안양로,2021-12-17
1137,노면표시훼손,2021-10-08 23:37,37.379896,126.9376075,2080006800,2250020400,2080004100,경기도 안양시 만안구 안양로,2021-12-17
1138,노면표시훼손,2021-10-08 23:43,37.40320852,126.9747711,2090081300,2090023800,2090006300,경기도 안양시 동안구 벌말로,2021-12-17
1139,노면표시훼손,2021-10-09 00:07,37.40271415,126.954888,2090013502,2090006200,2090005901,경기도 안양시 동안구 관악대로,2021-12-17
1140,노면표시훼손,2021-10-09 00:32,37.40177261,126.9498701,2090013102,2090005900,2090005701,경기도 안양시 동안구 관악대로,2021-12-17
1141,노면표시훼손,2021-10-09 01:01,37.41227624,126.9061708,2080052500,2080019900,2080020300,경기도 안양시 만안구 양화로,2021-12-17
1142,노면표시훼손,2021-10-09 01:45,37.38433598,126.902567,2080010000,2080004300,2080004900,경기도 안양시 만안구 창박로,2021-12-17
1143,노면표시훼손,2021-10-09 02:06,37.38956448,126.9486498,2090043300,2090014700,2090002700,경기도 안양시 동안구 시민대로,2021-12-17
1144,노면표시훼손,2021-10-09 02:14,37.40319392,126.9747047,2090081300,2090023800,2090006300,경기도 안양시 동안구 벌말로,2021-12-17
1145,노면표시훼손,2021-10-09 02:14,37.40320349,126.9747482,2090081300,2090023800,2090006300,경기도 안양시 동안구 벌말로,2021-12-17
1146,노면표시훼손,2021-10-09 02:14,37.40320349,126.9747482,2090081300,2090023800,2090006300,경기도 안양시 동안구 벌말로,2021-12-17
1147,노면표시훼손,2021-10-09 02:14,37.40320349,126.9747482,2090081300,2090023800,2090006300,경기도 안양시 동안구 벌말로,2021-12-17
1148,노면표시훼손,2021-10-09 02:14,37.40320349,126.9747482,2090081300,2090023800,2090006300,경기도 안양시 동안구 벌말로,2021-12-17
1149,노면표시훼손,2021-10-09 05:25,37.37699752,126.9405497,2080006800,2250020400,2080004100,경기도 안양시 만안구 안양로,2021-12-17
1150,노면표시훼손,2021-10-09 05:32,37.39415402,126.9164016,2080022200,2080008700,2080009100,경기도 안양시 만안구 장내로,2021-12-17
1151,노면표시훼손,2021-10-09 05:32,37.39415402,126.9164016,2080022200,2080008700,2080009100,경기도 안양시 만안구 장내로,2021-12-17
1152,노면표시훼손,2021-10-09 06:13,37.38319552,126.9288812,2080008100,2080003500,2080004200,경기도 안양시 만안구 냉천로,2021-12-17
1153,노면표시훼손,2021-10-09 06:30,37.4012635,126.9775266,2090012501,2090006000,2090006001,경기도 안양시 동안구 안양판교로,2021-12-17
1154,노면표시훼손,2021-10-09 07:19,37.36921968,126.9531436,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
1155,노면표시훼손,2021-10-09 07:19,37.36921968,126.9531436,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
1156,노면표시훼손,2021-10-09 07:19,37.36921968,126.9531436,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
1157,노면표시훼손,2021-10-09 07:19,37.36921968,126.9531436,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
1158,노면표시훼손,2021-10-09 07:19,37.36921968,126.9531436,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
1159,노면표시훼손,2021-10-09 07:19,37.36921968,126.9531436,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
1160,노면표시훼손,2021-10-09 07:19,37.36921968,126.9531436,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
1161,노면표시훼손,2021-10-09 07:19,37.36921968,126.9531436,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
1162,노면표시훼손,2021-10-09 07:19,37.36921968,126.9531436,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
1163,노면표시훼손,2021-10-09 07:19,37.36921968,126.9531436,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
1164,노면표시훼손,2021-10-09 07:51,37.38977587,126.9490987,2090043200,2090002700,2090014700,경기도 안양시 동안구 시민대로,2021-12-17
1165,노면표시훼손,2021-10-09 08:22,37.40357486,126.9602017,2090014201,2090006200,2090006201,경기도 안양시 동안구 관악대로,2021-12-17
1166,노면표시훼손,2021-10-09 08:22,37.40357486,126.9602017,2090014201,2090006200,2090006201,경기도 안양시 동안구 관악대로,2021-12-17
1167,노면표시훼손,2021-10-09 08:23,37.39012518,126.9495236,2090046600,2090014700,2090015700,경기도 안양시 동안구 시민대로,2021-12-17
1168,노면표시훼손,2021-10-09 13:51,37.39886934,126.9430596,2090010901,2090004900,2090005100,경기도 안양시 동안구 관악대로,2021-12-17
1169,노면표시훼손,2021-10-09 13:51,37.39886934,126.9430596,2090010901,2090004900,2090005100,경기도 안양시 동안구 관악대로,2021-12-17
1170,노면표시훼손,2021-10-09 13:51,37.39886934,126.9430596,2090010901,2090004900,2090005100,경기도 안양시 동안구 관악대로,2021-12-17
1171,노면표시훼손,2021-10-10 01:17,37.36652215,126.9582543,2090000102,2090000102,2090000100,경기도 안양시 동안구 경수대로,2021-12-17
1172,노면표시훼손,2021-10-10 03:23,37.3873645,126.9633687,2090039600,2090013300,2090014400,경기도 안양시 동안구 관평로,2021-12-17
1173,노면표시훼손,2021-10-10 03:27,37.39851689,126.9573081,2090070400,2090021300,2090021800,경기도 안양시 동안구 관평로,2021-12-17
1174,노면표시훼손,2021-10-10 03:27,37.39851689,126.9573081,2090070400,2090021300,2090021800,경기도 안양시 동안구 관평로,2021-12-17
1175,노면표시훼손,2021-10-10 03:30,37.40357561,126.9602059,2090014201,2090006200,2090006201,경기도 안양시 동안구 관악대로,2021-12-17
1176,노면표시훼손,2021-10-10 03:30,37.40359014,126.9602852,2090014201,2090006200,2090006201,경기도 안양시 동안구 관악대로,2021-12-17
1177,노면표시훼손,2021-10-10 03:36,37.40244995,126.9761271,2090013800,2090006300,2090006000,경기도 안양시 동안구 관악대로,2021-12-17
1178,노면표시훼손,2021-10-10 03:36,37.40244995,126.9761271,2090013800,2090006300,2090006000,경기도 안양시 동안구 관악대로,2021-12-17
